6581
 -6.20830011   -0.00164738   -0.36123323
  1.48774517   -2.93417478    2.07085490
 -4.26745129   -5.69766521    3.80581212
 -1.42042017    1.53240323   -3.42448115
  8.15492439    0.21831647    1.84663820
  1.84852946   -3.80886650   -1.03638399
 -1.65052187   -5.58267593    3.73136401
 -0.15376767   -4.00399971    1.05826068
 -2.04074788   -3.72535944   -6.83812475
 -3.60611844   -4.13960743    0.86996019
  2.27954602    1.02505159    5.10198021
 -4.91677761   -0.66973442   -2.20916367
 -5.59960794    4.48682261   -4.50022984
  0.34851041   -2.46454835   -1.78121316
 -4.26416969    0.60631496    5.79028702
 -2.61992884    4.45177555   -5.10498762
 -6.28508997   -1.08657837   -1.57091320
  4.65530539   -4.87551785    2.87356853
 -1.62162721    6.53041983   -2.03460574
  4.79929304   -3.42906833   -5.17179823
  1.23367846   -4.28884315   -0.90151882
  7.45907736    0.85973620   -1.48878813
  1.10146308    1.99112785   -0.23346770
  5.26553488    1.26940012   -2.91259217
  1.18014812    3.66495442   -5.09490824
 -3.10076022    2.23241949   -7.21714163
 -1.75030839   -6.34147835    3.76759338
 -0.05671122   -3.35884142   -7.06117249
  1.64969540   -3.69122624    6.48688364
  1.83948803    3.01706719    2.84910679
 -3.88286948   -6.35217667    3.50738883
 -5.92832041    2.01858521   -3.10437489
  3.90870261   -3.56682158    5.47931719
 -6.06005478   -2.56496525    4.54498529
 -3.72970629   -5.26483107    4.23128319
  3.27399063    7.53675032    2.86936903
 -5.59867764    3.76276541   -1.50265324
 -4.93757343    3.77461839   -1.99772418
 -5.89613676    4.14723873   -5.23144388
 -6.71848917    1.09388125   -4.26130581
 -2.43106580   -2.51496768   -7.18828344
 -0.87310016    9.36931896   -1.55674338
  5.22870731   -3.95636320    3.79556155
 -4.23235798   -1.75399232    1.08972180
  5.02398586    3.48991060    2.00243115
  2.83241773    0.76121390   -4.99074745
 -1.81824040   -5.91480112    3.05226183
 -3.08657932    1.37345755    3.44811296
  2.99843693    4.82230854   -3.95678186
 -2.32773638    7.47716999    1.15293574
  2.46574426    4.54415846    1.73733819
 -1.59316170    3.93256807   -0.46578935
  2.92344522   -1.24009514    7.77181101
 -3.73175955   -6.05670929    4.29441547
  2.07477117    0.37013206    6.88347244
  0.64001316    7.59195328   -0.46833798
 -6.14236355   -2.11338663   -0.05141968
  4.50637436    4.03549862    2.28993177
 -5.85359287    2.72626591   -5.63110733
  4.10336590   -1.35098922   -2.62165689
  6.23121691    0.24235588    1.28217256
 -2.66891313   -6.51306343   -0.09997851
 -2.19323850    5.87754393    2.80079699
 -4.13900757    1.72929466   -5.46512890
 -5.28156567   -3.85912704    1.84878600
  4.25062275    6.07086611    1.18592727
 -2.25827456   -2.67202020    0.17130922
  4.31019640   -2.20059562   -1.28913713
 -1.02687514    1.51522183    6.66200399
  3.04282498    3.47367501   -4.10156679
 -5.94358158    0.85722792    0.71297347
 -0.49757034    2.18737531    0.45366654
  3.95195889    1.99217010    6.77573252
  5.08354902   -3.43307137    6.03643751
  3.21800256    3.55452824   -5.62396097
  3.08934617    1.25456262    2.20006609
  2.07127571    6.96903086   -2.88672566
 -3.25572562    1.70157349    0.62533402
 -3.31401372   -5.91583729    0.02380377
  0.48554957   -2.31329012    6.68611097
  4.69417620    1.52931106    6.35106468
 -4.87042284    3.72412372    4.56947184
 -1.79074335   -4.63539219    0.08366725
 -3.79509854   -3.00176454    2.77792072
  0.14447838   -6.93930817   -2.40927601
 -6.60114670   -2.42052150    2.32013226
 -4.10449982    1.09749973   -5.00497198
  7.76228237    3.64829373    0.78841668
 -7.14348841    2.39161658    1.53292584
 -0.54390567    1.17128944    1.58472574
  1.93578029    4.79333830   -1.60527003
 -0.67835432   -2.21991611    3.91017365
  1.31946707   -5.18459558    0.38872507
 -3.07336354   -5.89315033   -4.63442135
  0.13957864   -2.58662295   -0.95495802
 -2.76793289    4.72991133    2.09540558
 -3.20824289    4.79863071   -3.32050228
 -6.79507065   -1.34481144   -0.95952123
  2.58781672    7.27753067    0.41860884
 -8.20874214    0.11804059   -1.31445420
 -2.87337399    5.43526125   -0.65925020
 -5.02407789    3.28832936   -4.68558216
 -0.23713101   -1.11704993    6.29980183
  0.91987640    3.96563554    3.24277568
 -0.49638644   -0.07084063    2.03037047
  5.13889933    1.41448998   -5.28891850
 -7.73826170   -0.49975669   -3.00301123
  5.49667358    2.17780375    1.45256960
 -4.86320448   -0.81448311    5.58348274
 -4.86106443   -0.75464946   -1.04374135
  1.57575786    6.81278896   -1.51068163
  4.33528900    4.70849419    2.71266437
 -1.30870569    1.03172088    3.88505888
  1.73159730    2.33923507    7.19915438
 -0.75056094   11.53295230    0.26608223
 -1.56085551    7.82462549   -2.64957619
  3.07035351   -1.85082710    0.43492174
 -0.33394170    3.30024958   -1.94020772
  2.04945540    4.52563477    3.99094629
 -0.07586568    7.20640802    4.16034269
 -0.62464267    3.84641790   -5.10278893
 -3.22245216   -5.21113300    2.93633080
  1.04010499    6.45304060    4.96755552
 -7.42005348   -2.50598526   -0.00226709
 -3.15581679    6.81625462    0.85369849
  1.38402963    9.45166969    0.24031799
  0.32151252    4.51730347    2.95504832
 -3.10312939   -5.02162647   -4.81404161
  3.03968859   -1.68211150    6.35301781
  1.68534029   -1.91228867    3.04535604
  3.73930478   -0.82600182    0.78972137
  3.35762763   -3.58370018   -1.56676567
 -2.89344454   -5.88963842    1.37452424
 -1.28772593    3.27547789    5.54475307
  4.23736954   -0.80413979    0.05976517
 -0.07069190   -5.65029287   -2.16331601
  1.66504323   -0.43238121    0.99598914
  0.74348652   -1.63698673   -8.08621788
 -0.68506038   -6.89417171    0.19745833
 -0.67915589    0.98114830    4.42559147
 -2.17578769    1.49708867   -2.02507591
  6.59611273   -2.09875774   -4.12432194
 -0.90660000   -2.48192739    7.96551609
 -3.00529742    3.78817439   -4.97941399
 -2.54881024    1.38550544    1.04398263
 -2.61381984    7.24739265   -1.84253037
  0.87218916    7.87824678   -3.38002706
  0.93942154    1.20656514    2.26848865
  7.79989195    2.66395640   -2.66073799
 -4.30388737    0.13619676    1.69798744
  0.90311909    2.38797188   -7.08119869
  4.26206779   -3.12141848    3.46950889
 -1.12021720    0.50734872   -2.26151347
 -0.60686123    0.05030383   -0.98127872
 -0.01780447    4.64225674   -2.53373408
  0.19234005   -3.78106952    4.45468664
  5.68041468   -5.04561901   -1.65827107
 -5.11375952    0.76206821    2.87275767
 -1.70357013    2.97024584   -7.51371002
  0.07387187   -2.45561051    3.88628912
