0,5.6698e-17
7.3059e-08,0.00036783
2.9223e-07,0.00073566
6.5753e-07,0.0011035
1.1689e-06,0.0014713
1.8265e-06,0.0018391
2.6301e-06,0.002207
3.5799e-06,0.0025748
4.6758e-06,0.0029426
5.9178e-06,0.0033104
7.3059e-06,0.0036783
8.8401e-06,0.0040461
1.052e-05,0.0044139
1.2347e-05,0.0047817
1.4319e-05,0.0051496
1.6438e-05,0.0055174
1.8703e-05,0.0058852
2.1114e-05,0.006253
2.3671e-05,0.0066209
2.6374e-05,0.0069887
2.9223e-05,0.0073565
3.2219e-05,0.0077243
3.536e-05,0.0080921
3.8648e-05,0.0084599
4.2082e-05,0.0088277
4.5661e-05,0.0091956
4.9387e-05,0.0095634
5.3259e-05,0.0099312
5.7277e-05,0.010299
6.1442e-05,0.010667
6.5752e-05,0.011035
7.0209e-05,0.011402
7.4811e-05,0.01177
7.956e-05,0.012138
8.4455e-05,0.012506
8.9496e-05,0.012874
9.4683e-05,0.013241
0.00010002,0.013609
0.00010549,0.013977
0.00011112,0.014345
0.00011689,0.014713
0.00012281,0.01508
0.00012887,0.015448
0.00013508,0.015816
0.00014144,0.016184
0.00014794,0.016551
0.00015459,0.016919
0.00016138,0.017287
0.00016832,0.017655
0.00017541,0.018022
0.00018264,0.01839
0.00019002,0.018758
0.00019754,0.019126
0.00020521,0.019493
0.00021303,0.019861
0.00022099,0.020229
0.0002291,0.020597
0.00023736,0.020964
0.00024576,0.021332
0.00025431,0.0217
0.000263,0.022068
0.00027184,0.022435
0.00028082,0.022803
0.00028995,0.023171
0.00029923,0.023538
0.00030866,0.023906
0.00031823,0.024274
0.00032794,0.024642
0.0003378,0.025009
0.00034781,0.025377
0.00035796,0.025745
0.00036826,0.026112
0.00037871,0.02648
0.0003893,0.026848
0.00040004,0.027215
0.00041092,0.027583
0.00042196,0.027951
0.00043313,0.028318
0.00044445,0.028686
0.00045592,0.029054
0.00046754,0.029421
0.0004793,0.029789
0.0004912,0.030157
0.00050326,0.030524
0.00051545,0.030892
0.0005278,0.031259
0.00054029,0.031627
0.00055293,0.031995
0.00056571,0.032362
0.00057864,0.03273
0.00059171,0.033098
0.00060493,0.033465
0.0006183,0.033833
0.00063181,0.0342
0.00064547,0.034568
0.00065928,0.034935
0.00067323,0.035303
0.00068732,0.035671
0.00070157,0.036038
0.00071596,0.036406
0.00073049,0.036773
0.00074517,0.037141
0.00076,0.037508
0.00077497,0.037876
0.00079009,0.038243
0.00080536,0.038611
0.00082077,0.038978
0.00083632,0.039346
0.00085203,0.039713
0.00086788,0.040081
0.00088387,0.040448
0.00090001,0.040816
0.0009163,0.041183
0.00093273,0.041551
0.00094931,0.041918
0.00096603,0.042286
0.00098291,0.042653
0.00099992,0.04302
0.0010171,0.043388
0.0010344,0.043755
0.0010518,0.044123
0.0010694,0.04449
0.0010872,0.044858
0.0011051,0.045225
0.0011231,0.045592
0.0011413,0.04596
0.0011596,0.046327
0.0011781,0.046694
0.0011967,0.047062
0.0012155,0.047429
0.0012344,0.047796
0.0012535,0.048164
0.0012727,0.048531
0.001292,0.048898
0.0013115,0.049266
0.0013312,0.049633
0.001351,0.05
0.0013709,0.050368
0.001391,0.050735
0.0014112,0.051102
0.0014316,0.051469
0.0014521,0.051837
0.0014728,0.052204
0.0014936,0.052571
0.0015145,0.052938
0.0015357,0.053306
0.0015569,0.053673
0.0015783,0.05404
0.0015998,0.054407
0.0016215,0.054774
0.0016434,0.055142
0.0016653,0.055509
0.0016875,0.055876
0.0017097,0.056243
0.0017321,0.05661
0.0017547,0.056977
0.0017774,0.057345
0.0018003,0.057712
0.0018233,0.058079
0.0018464,0.058446
0.0018697,0.058813
0.0018932,0.05918
0.0019167,0.059547
0.0019405,0.059914
0.0019643,0.060281
0.0019884,0.060648
0.0020125,0.061015
0.0020368,0.061382
0.0020613,0.061749
0.0020859,0.062116
0.0021107,0.062483
0.0021356,0.06285
0.0021606,0.063217
0.0021858,0.063584
0.0022111,0.063951
0.0022366,0.064318
0.0022622,0.064685
0.002288,0.065052
0.0023139,0.065419
0.00234,0.065786
0.0023662,0.066153
0.0023925,0.06652
0.002419,0.066886
0.0024457,0.067253
0.0024725,0.06762
0.0024994,0.067987
0.0025265,0.068354
0.0025537,0.068721
0.0025811,0.069087
0.0026086,0.069454
0.0026363,0.069821
0.0026641,0.070188
0.0026921,0.070555
0.0027202,0.070921
0.0027484,0.071288
0.0027768,0.071655
0.0028054,0.072022
0.0028341,0.072388
0.0028629,0.072755
0.0028919,0.073122
0.002921,0.073488
0.0029503,0.073855
0.0029797,0.074222
0.0030093,0.074588
0.003039,0.074955
0.0030688,0.075321
0.0030988,0.075688
0.003129,0.076055
0.0031593,0.076421
0.0031897,0.076788
0.0032203,0.077154
0.003251,0.077521
0.0032819,0.077887
0.0033129,0.078254
0.0033441,0.07862
0.0033754,0.078987
0.0034068,0.079353
0.0034384,0.07972
0.0034702,0.080086
0.0035021,0.080453
0.0035341,0.080819
0.0035663,0.081186
0.0035986,0.081552
0.0036311,0.081918
0.0036638,0.082285
0.0036965,0.082651
0.0037294,0.083018
0.0037625,0.083384
0.0037957,0.08375
0.0038291,0.084117
0.0038626,0.084483
0.0038962,0.084849
0.00393,0.085215
0.0039639,0.085582
0.003998,0.085948
0.0040322,0.086314
0.0040666,0.08668
0.0041011,0.087047
0.0041358,0.087413
0.0041706,0.087779
0.0042055,0.088145
0.0042406,0.088511
0.0042759,0.088877
0.0043113,0.089244
0.0043468,0.08961
0.0043825,0.089976
0.0044183,0.090342
0.0044543,0.090708
0.0044904,0.091074
0.0045267,0.09144
0.0045631,0.091806
0.0045997,0.092172
0.0046364,0.092538
0.0046732,0.092904
0.0047102,0.09327
0.0047473,0.093636
0.0047846,0.094002
0.0048221,0.094368
0.0048596,0.094734
0.0048974,0.0951
0.0049352,0.095465
0.0049732,0.095831
0.0050114,0.096197
0.0050497,0.096563
0.0050881,0.096929
0.0051267,0.097295
0.0051655,0.09766
0.0052044,0.098026
0.0052434,0.098392
0.0052826,0.098758
0.0053219,0.099123
0.0053614,0.099489
0.005401,0.099855
0.0054407,0.10022
0.0054806,0.10059
0.0055207,0.10095
0.0055609,0.10132
0.0056012,0.10168
0.0056417,0.10205
0.0056823,0.10241
0.0057231,0.10278
0.005764,0.10315
0.0058051,0.10351
0.0058463,0.10388
0.0058877,0.10424
0.0059292,0.10461
0.0059708,0.10497
0.0060126,0.10534
0.0060546,0.1057
0.0060967,0.10607
0.0061389,0.10643
0.0061813,0.1068
0.0062238,0.10717
0.0062665,0.10753
0.0063093,0.1079
0.0063522,0.10826
0.0063954,0.10863
0.0064386,0.10899
0.006482,0.10936
0.0065255,0.10972
0.0065692,0.11009
0.0066131,0.11045
0.006657,0.11082
0.0067012,0.11118
0.0067454,0.11155
0.0067898,0.11191
0.0068344,0.11228
0.0068791,0.11264
0.006924,0.11301
0.006969,0.11337
0.0070141,0.11374
0.0070594,0.1141
0.0071048,0.11447
